Samples,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2586209,2015,6,12,5,MQ,3186,N699MQ,DFW,GRI,2015,2013,-2,11,2024,116,107,88,561,2152,8,2211,2200,-11,0,0,,,,,,
4161467,2015,9,16,3,WN,1855,N479WN,LAX,MDW,1655,1702,7,18,1720,230,223,197,1750,2237,8,2245,2245,0,0,0,,,,,,
2886026,2015,6,30,2,HA,219,N481HA,OGG,LIH,1817,1813,-4,6,1819,45,49,36,201,1855,7,1902,1902,0,0,0,,,,,,
3262989,2015,7,23,4,WN,4286,N8668A,MDW,SEA,1055,1054,-1,11,1105,265,253,233,1733,1258,9,1320,1307,-13,0,0,,,,,,
1124330,2015,3,14,6,WN,2624,N908WN,MCO,DEN,2105,2124,19,15,2139,255,232,210,1546,2309,7,2320,2316,-4,0,0,,,,,,
5604569,2015,12,18,5,EV,5180,N846AS,EVV,DTW,645,642,-3,12,654,93,76,59,363,853,5,918,858,-20,0,0,,,,,,
1243086,2015,3,22,7,EV,4121,N12924,LIT,IAH,912,903,-9,12,915,95,98,75,374,1030,11,1047,1041,-6,0,0,,,,,,
4443554,2015,10,4,7,DL,2464,N341NB,10529,13487,1750,1749,-1,18,1807,182,166,141,1050,1928,7,1952,1935,-17,0,0,,,,,,
2049225,2015,5,11,1,EV,5571,N605QX,RIC,BOS,650,654,4,22,716,97,101,73,474,829,6,827,835,8,0,0,,,,,,
1717658,2015,4,20,1,VX,929,N852VA,LAX,SFO,1330,1407,37,7,1414,75,63,50,337,1504,6,1445,1510,25,0,0,,25,0,0,0,0
4396636,2015,10,1,4,WN,1231,N524SW,10423,12191,1600,1558,-2,11,1609,55,47,32,148,1641,4,1655,1645,-10,0,0,,,,,,
405898,2015,1,27,2,OO,4475,N457SW,ISN,MSP,1630,1620,-10,19,1639,108,96,73,546,1752,4,1818,1756,-22,0,0,,,,,,
325587,2015,1,22,4,DL,2568,N946DL,MEM,ATL,1047,1044,-3,14,1058,82,66,46,332,1244,6,1309,1250,-19,0,0,,,,,,
2937397,2015,7,3,5,AA,2322,N3FEAA,DFW,PBI,2005,2002,-3,17,2019,171,162,141,1102,2340,4,2356,2344,-12,0,0,,,,,,
2957806,2015,7,5,7,OO,5531,N701BR,SMF,DEN,1201,1150,-11,10,1200,145,150,132,909,1512,8,1526,1520,-6,0,0,,,,,,
3620611,2015,8,13,4,WN,313,N408WN,BNA,CLE,1330,1326,-4,11,1337,85,87,70,448,1547,6,1555,1553,-2,0,0,,,,,,
5416619,2015,12,6,7,AS,477,N625AS,LAX,SEA,600,547,-13,15,602,170,167,136,954,818,16,850,834,-16,0,0,,,,,,
2774175,2015,6,24,3,WN,742,N417WN,LAS,DEN,700,655,-5,10,705,110,103,86,628,931,7,950,938,-12,0,0,,,,,,
5565282,2015,12,15,2,WN,64,N206WN,FLL,RDU,1610,1604,-6,22,1626,125,130,95,680,1801,13,1815,1814,-1,0,0,,,,,,
877906,2015,2,27,5,B6,462,N615JB,SJU,BOS,1315,1310,-5,11,1321,249,221,206,1674,1547,4,1624,1551,-33,0,0,,,,,,
3539760,2015,8,8,6,WN,2237,N902WN,LAS,ALB,1645,1717,32,13,1730,280,265,248,2237,38,4,25,42,17,0,0,,0,0,12,5,0
696522,2015,2,16,1,AS,573,N319AS,SAN,PDX,630,618,-12,25,643,159,170,142,933,905,3,909,908,-1,0,0,,,,,,
2668711,2015,6,17,3,DL,65,N835DN,ATL,SFO,1930,1929,-1,18,1947,317,289,264,2139,2111,7,2147,2118,-29,0,0,,,,,,
3654609,2015,8,15,6,UA,1730,N18223,SEA,ORD,1357,1413,16,19,1432,234,229,196,1721,1948,14,1951,2002,11,0,0,,,,,,
2920829,2015,7,2,4,WN,4373,N527SW,DAL,MSY,1855,1909,14,10,1919,80,73,60,436,2019,3,2015,2022,7,0,0,,,,,,
5437779,2015,12,7,1,MQ,3378,N644MQ,ROW,DFW,1140,1132,-8,8,1140,90,82,65,435,1345,9,1410,1354,-16,0,0,,,,,,
2930074,2015,7,3,5,UA,577,,DEN,SNA,1125,,,,,141,,,846,,,1246,,,0,1,A,,,,,
3247037,2015,7,22,3,DL,881,N952DN,ATL,AUS,1215,1214,-1,18,1232,138,129,106,813,1318,5,1333,1323,-10,0,0,,,,,,
1153735,2015,3,16,1,DL,743,N523US,ATL,RDU,1730,1731,1,12,1743,85,76,59,356,1842,5,1855,1847,-8,0,0,,,,,,
875704,2015,2,27,5,OO,4609,N601XJ,SLC,HLN,1102,1102,0,19,1121,93,91,68,402,1229,4,1235,1233,-2,0,0,,,,,,
3293982,2015,7,25,6,B6,461,N529JB,LGA,PBI,730,728,-2,26,754,167,164,134,1035,1008,4,1017,1012,-5,0,0,,,,,,
2883019,2015,6,30,2,AA,1649,N502AA,DFW,DAY,1515,1602,47,11,1613,145,131,116,861,1909,4,1840,1913,33,0,0,,0,0,33,0,0
222685,2015,1,15,4,UA,1123,N33289,IAD,DEN,1226,1317,51,11,1328,242,211,194,1452,1442,6,1428,1448,20,0,0,,0,0,20,0,0
3206202,2015,7,20,1,WN,2326,N8654B,DTW,MDW,625,631,6,8,639,75,56,43,228,622,5,640,627,-13,0,0,,,,,,
2298985,2015,5,26,2,WN,3301,N759GS,ABQ,BWI,1540,1718,98,7,1725,225,217,203,1670,2248,7,2125,2255,90,0,0,,0,0,13,77,0
3520341,2015,8,7,5,DL,1157,N988AT,ATL,TUL,1335,1431,56,10,1441,122,101,88,674,1509,3,1437,1512,35,0,0,,0,0,23,12,0
2939477,2015,7,4,6,OO,4645,N548CA,DFW,LAX,629,627,-2,18,645,201,191,152,1235,717,21,750,738,-12,0,0,,,,,,
2768974,2015,6,23,2,WN,1321,N487WN,MDW,DCA,1840,2231,231,10,2241,110,95,77,601,58,8,2130,106,216,0,0,,0,0,0,3,213
5179204,2015,11,20,5,MQ,3217,N523MQ,EWR,ORD,1010,1005,-5,12,1017,170,172,118,719,1115,42,1200,1157,-3,0,0,,,,,,
3178596,2015,7,18,6,WN,1658,N8321D,HOU,SJU,1045,1044,-1,9,1053,265,257,242,1997,1555,6,1610,1601,-9,0,0,,,,,,
1675042,2015,4,17,5,HA,190,N486HA,LIH,HNL,1706,1701,-5,7,1708,33,35,20,102,1728,8,1739,1736,-3,0,0,,,,,,
3865272,2015,8,28,5,WN,2474,N744SW,PDX,DAL,1215,1213,-2,11,1224,225,217,194,1626,1738,12,1800,1750,-10,0,0,,,,,,
4422015,2015,10,3,6,UA,1111,N76517,14771,12982,900,856,-4,20,916,337,333,307,2447,1123,6,1137,1129,-8,0,0,,,,,,
5030805,2015,11,11,3,EV,4714,N14923,BDL,EWR,530,522,-8,15,537,63,61,36,116,613,10,633,623,-10,0,0,,,,,,
2439699,2015,6,4,4,WN,875,N8321D,DEN,SAN,835,832,-3,13,845,145,139,122,853,947,4,1000,951,-9,0,0,,,,,,
5465218,2015,12,9,3,AA,428,N171US,CLT,DEN,734,730,-4,35,805,226,234,188,1337,913,11,920,924,4,0,0,,,,,,
1012487,2015,3,8,7,US,491,N909AW,PHX,LAX,735,733,-2,14,747,95,83,56,370,843,13,910,856,-14,0,0,,,,,,
2916798,2015,7,2,4,AA,2239,N3ALAA,DFW,DCA,1505,1505,0,16,1521,184,186,167,1192,1908,3,1909,1911,2,0,0,,,,,,
460620,2015,1,31,6,WN,61,N955WN,TPA,DCA,845,839,-6,12,851,135,133,116,814,1047,5,1100,1052,-8,0,0,,,,,,
874899,2015,2,27,5,WN,756,N926WN,SAN,PHX,1015,1013,-2,10,1023,70,73,45,304,1208,18,1225,1226,1,0,0,,,,,,
5462229,2015,12,8,2,UA,1234,N806UA,IAH,AUS,2120,2119,-1,13,2132,58,47,29,140,2201,5,2218,2206,-12,0,0,,,,,,
1238138,2015,3,21,6,WN,2648,N340LV,BWI,MCO,2000,1956,-4,12,2008,145,136,113,787,2201,11,2225,2212,-13,0,0,,,,,,
4492927,2015,10,7,3,WN,428,N601WN,11267,10821,1800,1757,-3,7,1804,80,73,63,406,1907,3,1920,1910,-10,0,0,,,,,,
2028312,2015,5,9,6,WN,3317,N7701B,PHX,BUR,1625,1621,-4,5,1626,80,71,64,369,1730,2,1745,1732,-13,0,0,,,,,,
262118,2015,1,18,7,WN,45,N629SW,LAX,SLC,850,846,-4,8,854,110,94,82,590,1116,4,1140,1120,-20,0,0,,,,,,
4755536,2015,10,24,6,UA,253,N212UA,12266,12173,1000,1001,1,14,1015,498,488,468,3904,1303,6,1318,1309,-9,0,0,,,,,,
2023948,2015,5,9,6,OO,7383,N432SW,SLC,CPR,1112,1100,-12,18,1118,77,77,55,320,1213,4,1229,1217,-12,0,0,,,,,,
5058874,2015,11,12,4,AS,413,N796AS,SLC,SEA,1710,1823,73,12,1835,130,136,116,689,1931,8,1820,1939,79,0,0,,6,0,73,0,0
250022,2015,1,17,6,US,826,N508AY,PHL,CLT,820,816,-4,27,843,119,124,75,449,958,22,1019,1020,1,0,0,,,,,,
1894364,2015,5,1,5,B6,737,N526JB,BDL,MCO,1043,1039,-4,17,1056,168,184,155,1050,1331,12,1331,1343,12,0,0,,,,,,
335679,2015,1,22,4,B6,1371,N662JB,LGA,FLL,2130,2241,71,17,2258,176,172,152,1076,130,3,26,133,67,0,0,,0,0,21,46,0
754225,2015,2,19,4,MQ,2929,N902MQ,ORD,RST,1527,1622,55,11,1633,71,63,50,268,1723,2,1638,1725,47,0,0,,0,0,0,33,14
409614,2015,1,27,2,WN,1271,,TPA,ISP,2055,,,,,150,,,1034,,,2325,,,0,1,B,,,,,
2955453,2015,7,5,7,WN,3041,N656SW,ONT,PHX,945,952,7,7,959,65,68,54,325,1053,7,1050,1100,10,0,0,,,,,,
2415354,2015,6,2,2,DL,2059,N344NB,JFK,SAT,1745,1739,-6,35,1814,269,237,198,1587,2032,4,2114,2036,-38,0,0,,,,,,
2622723,2015,6,15,1,DL,2039,N595NW,ATL,SEA,815,815,0,25,840,319,305,274,2182,1014,6,1034,1020,-14,0,0,,,,,,
1727612,2015,4,21,2,EV,5169,N844AS,GSP,ATL,700,656,-4,13,709,58,47,31,153,740,3,758,743,-15,0,0,,,,,,
3356060,2015,7,28,2,AA,2385,N434AA,SAT,DFW,2000,1950,-10,12,2002,74,60,43,247,2045,5,2114,2050,-24,0,0,,,,,,
3636080,2015,8,14,5,WN,1544,N8327A,SAN,MCO,1140,1141,1,13,1154,300,297,273,2149,1927,11,1940,1938,-2,0,0,,,,,,
4099702,2015,9,12,6,UA,1584,N64809,IAD,DEN,1705,1718,13,11,1729,227,207,189,1452,1838,7,1852,1845,-7,0,0,,,,,,
4574786,2015,10,12,1,AA,696,N194UW,12892,11057,2240,2246,6,19,2305,289,271,246,2125,611,6,629,617,-12,0,0,,,,,,
4879107,2015,11,1,7,B6,400,N805JB,MSY,BOS,1320,1327,7,13,1340,187,173,153,1368,1713,7,1727,1720,-7,0,0,,,,,,
4342567,2015,9,28,1,WN,144,N782SA,OAK,ONT,1035,1047,12,8,1055,75,69,56,362,1151,5,1150,1156,6,0,0,,,,,,
3902447,2015,8,30,7,AA,1570,N3CXAA,SJU,MIA,2020,2013,-7,8,2021,162,147,136,1045,2237,3,2302,2240,-22,0,0,,,,,,
4733412,2015,10,22,4,EV,5216,N867AS,11433,11003,2006,2004,-2,19,2023,102,91,68,430,2031,4,2048,2035,-13,0,0,,,,,,
932659,2015,3,3,2,DL,1568,N938DN,IND,MSP,712,717,5,45,802,108,155,103,503,845,7,800,852,52,0,0,,52,0,0,0,0
4133376,2015,9,14,1,DL,1723,N924DN,ATL,RIC,2049,2048,-1,27,2115,98,100,67,481,2222,6,2227,2228,1,0,0,,,,,,
3070222,2015,7,12,7,DL,2202,N894AT,IAH,ATL,600,557,-3,13,610,126,120,100,689,850,7,906,857,-9,0,0,,,,,,
1617085,2015,4,14,2,UA,195,N37462,IAH,LAS,902,859,-3,19,918,207,188,162,1222,1000,7,1029,1007,-22,0,0,,,,,,
3847588,2015,8,27,4,AA,1887,N958UW,PVD,PHL,1130,1134,4,10,1144,75,65,52,237,1236,3,1245,1239,-6,0,0,,,,,,
3548768,2015,8,9,7,DL,1521,N904DA,DAY,ATL,1015,1014,-1,9,1023,100,82,65,432,1128,8,1155,1136,-19,0,0,,,,,,
1426700,2015,4,2,4,UA,755,N823UA,LAX,ORD,1125,1122,-3,19,1141,250,222,189,1744,1650,14,1735,1704,-31,0,0,,,,,,
393582,2015,1,26,1,DL,1220,N905DL,DTW,ATL,1945,1947,2,20,2007,132,102,77,594,2124,5,2157,2129,-28,0,0,,,,,,
982807,2015,3,6,5,MQ,2967,N676MQ,DFW,SAV,825,838,13,27,905,133,138,107,925,1152,4,1138,1156,18,0,0,,5,0,13,0,0
1683816,2015,4,18,6,DL,2120,N974AT,MDW,ATL,950,948,-2,10,958,108,99,84,591,1222,5,1238,1227,-11,0,0,,,,,,
1856868,2015,4,29,3,US,2123,N958UW,LGA,DCA,700,656,-4,19,715,70,98,40,214,755,39,810,834,24,0,0,,24,0,0,0,0
1337132,2015,3,27,5,OO,4582,N629BR,FAR,MSP,1925,1920,-5,49,2009,73,95,39,223,2048,7,2038,2055,17,0,0,,17,0,0,0,0
4244314,2015,9,22,2,B6,115,N281JB,SYR,JFK,600,551,-9,12,603,68,71,56,209,659,3,708,702,-6,0,0,,,,,,
4541236,2015,10,10,6,B6,469,N634JB,10721,11697,1918,1915,-3,10,1925,204,204,188,1237,2233,6,2242,2239,-3,0,0,,,,,,
2426420,2015,6,3,3,DL,343,N3758Y,DTW,LAS,1205,1203,-2,13,1216,263,245,227,1749,1303,5,1328,1308,-20,0,0,,,,,,
21689,2015,1,2,5,OO,7381,N449SW,COD,SLC,1252,1250,-2,13,1303,75,76,55,298,1358,8,1407,1406,-1,0,0,,,,,,
1786316,2015,4,24,5,UA,271,N438UA,PHL,DEN,1527,1522,-5,11,1533,256,249,229,1558,1722,9,1743,1731,-12,0,0,,,,,,
4317594,2015,9,26,6,OO,6217,N792SK,ORD,SBN,1553,1551,-2,19,1610,44,42,19,84,1729,4,1737,1733,-4,0,0,,,,,,
897211,2015,2,28,6,F9,1277,N905FR,PHL,MCO,1820,1842,22,16,1858,160,199,131,861,2109,52,2100,2201,61,0,0,,40,0,2,19,0
2999173,2015,7,7,2,OO,4606,N679CA,SJC,SLC,1833,1825,-8,14,1839,108,105,87,584,2106,4,2121,2110,-11,0,0,,,,,,
2324617,2015,5,28,4,B6,841,N586JB,JFK,SAV,746,739,-7,26,805,137,132,102,718,947,4,1003,951,-12,0,0,,,,,,
5800592,2015,12,30,3,DL,1600,N309DE,EYW,ATL,1623,,,,,121,,,646,,,1824,,,0,1,A,,,,,
4977684,2015,11,7,6,MQ,3106,N931MQ,DFW,DRO,1450,1441,-9,14,1455,128,111,93,674,1528,4,1558,1532,-26,0,0,,,,,,
3045082,2015,7,10,5,WN,569,N486WN,MDW,BNA,1230,1230,0,16,1246,75,78,57,395,1343,5,1345,1348,3,0,0,,,,,,
5731706,2015,12,26,6,AS,61,N762AS,YAK,CDV,1159,1148,-11,6,1154,54,51,42,213,1236,3,1253,1239,-14,0,0,,,,,,
3408770,2015,7,31,5,WN,3581,N437WN,DAL,BWI,2040,2321,161,15,2336,180,162,143,1209,259,4,40,303,143,0,0,,0,0,11,132,0
2517610,2015,6,8,1,UA,1175,N66808,ORD,SFO,2055,2132,37,15,2147,283,254,233,1846,2340,6,2338,2346,8,0,0,,,,,,
2887831,2015,6,30,2,WN,3494,N763SW,MDW,ATL,2010,2009,-1,10,2019,110,96,78,591,2237,8,2300,2245,-15,0,0,,,,,,
4111961,2015,9,13,7,AS,467,N525AS,LAX,SEA,1535,1525,-10,15,1540,154,155,135,954,1755,5,1809,1800,-9,0,0,,,,,,
467474,2015,1,31,6,OO,2618,N417SW,ELP,LAX,1715,1713,-2,17,1730,125,121,99,715,1809,5,1820,1814,-6,0,0,,,,,,
133591,2015,1,9,5,DL,1423,N904DE,STL,ATL,1302,1349,47,7,1356,93,77,66,484,1602,4,1535,1606,31,0,0,,0,0,3,28,0
1909225,2015,5,2,6,AA,124,N3ATAA,MIA,PHX,930,927,-3,17,944,311,289,267,1972,1111,5,1141,1116,-25,0,0,,,,,,
4616577,2015,10,15,4,OO,5483,N784SK,11292,10423,1410,1410,0,16,1426,127,122,101,775,1707,5,1717,1712,-5,0,0,,,,,,
4640678,2015,10,16,5,UA,1699,N76522,14771,10397,2345,24,39,8,32,279,259,244,2139,736,7,724,743,19,0,0,,0,0,19,0,0
482187,2015,2,1,7,OO,2602,N492SW,LAX,FAT,1959,1953,-6,14,2007,57,61,41,209,2048,6,2056,2054,-2,0,0,,,,,,
4499249,2015,10,8,4,AA,2291,N876AA,12889,11298,800,754,-6,12,806,171,166,141,1055,1227,13,1251,1240,-11,0,0,,,,,,
1028879,2015,3,9,1,OO,4781,N455SW,MSP,GRB,722,716,-6,27,743,74,76,42,252,825,7,836,832,-4,0,0,,,,,,
5752555,2015,12,27,7,UA,1543,N821UA,IAH,ATL,1735,47,432,15,102,126,111,85,689,327,11,2041,338,417,0,0,,0,0,0,374,43
434650,2015,1,29,4,OO,5426,N563SW,RDD,SFO,1409,1404,-5,10,1414,78,74,58,199,1512,6,1527,1518,-9,0,0,,,,,,
2470535,2015,6,5,5,B6,729,N590JB,MCO,BQN,2320,2320,0,12,2332,160,150,133,1129,145,5,200,150,-10,0,0,,,,,,
1495365,2015,4,6,1,MQ,2901,N616MQ,DFW,JAN,1705,1700,-5,20,1720,89,87,61,408,1821,6,1834,1827,-7,0,0,,,,,,
4662156,2015,10,18,7,WN,3185,N7725A,14307,10821,1440,1436,-4,9,1445,80,70,57,327,1542,4,1600,1546,-14,0,0,,,,,,
4016965,2015,9,7,1,OO,7371,N437SW,MSP,BJI,1115,1110,-5,10,1120,65,50,35,199,1155,5,1220,1200,-20,0,0,,,,,,
4412961,2015,10,2,5,MQ,3307,N8EGMQ,11298,15919,1540,1557,17,15,1612,69,62,42,280,1654,5,1649,1659,10,0,0,,,,,,
136469,2015,1,9,5,OO,5354,N494CA,MBS,ORD,1555,1625,30,30,1655,75,90,45,222,1640,15,1610,1655,45,0,0,,15,0,0,30,0
834808,2015,2,24,2,DL,2024,N357NW,ATL,BWI,1855,1956,61,17,2013,110,101,78,577,2131,6,2045,2137,52,0,0,,0,0,0,43,9
5095836,2015,11,15,7,MQ,3362,N809MQ,ORD,EVV,850,845,-5,19,904,77,62,41,272,945,2,1007,947,-20,0,0,,,,,,
2009226,2015,5,8,5,DL,1528,N335NB,BDL,DTW,1222,1212,-10,11,1223,119,96,79,549,1342,6,1421,1348,-33,0,0,,,,,,
3342828,2015,7,28,2,OO,5308,N905SW,ORD,AVL,700,658,-2,24,722,111,105,77,536,939,4,951,943,-8,0,0,,,,,,
3503300,2015,8,6,4,EV,2645,N901EV,DFW,JAN,1357,1405,8,24,1429,88,91,59,408,1528,8,1525,1536,11,0,0,,,,,,
3771448,2015,8,22,6,WN,967,N928WN,LAS,MSY,1625,1650,25,11,1701,205,186,172,1500,2153,3,2150,2156,6,0,0,,,,,,
2828321,2015,6,27,6,HA,43,N580HA,SJC,HNL,910,904,-6,14,918,330,324,305,2417,1123,5,1140,1128,-12,0,0,,,,,,
284906,2015,1,19,1,UA,497,N833UA,ROC,ORD,1640,1625,-15,9,1634,128,99,86,528,1700,4,1748,1704,-44,0,0,,,,,,
164308,2015,1,11,7,AA,2367,N586AA,DFW,STL,1640,1726,46,14,1740,93,93,73,550,1853,6,1813,1859,46,0,0,,0,0,10,36,0
1455965,2015,4,4,6,UA,385,N440UA,EWR,IAH,720,731,11,11,742,241,238,219,1400,1021,8,1021,1029,8,0,0,,,,,,
5185164,2015,11,20,5,AA,422,N835AW,SJC,PHX,1615,1606,-9,14,1620,107,111,91,621,1851,6,1902,1857,-5,0,0,,,,,,
1298741,2015,3,25,3,WN,1709,N371SW,SAN,SFO,1455,1452,-3,8,1500,90,78,66,447,1606,4,1625,1610,-15,0,0,,,,,,
2940862,2015,7,4,6,DL,1526,N967DL,MCO,LGA,800,753,-7,12,805,156,138,119,950,1004,7,1036,1011,-25,0,0,,,,,,
1014604,2015,3,8,7,DL,12,N752AT,SLC,MSP,950,946,-4,15,1001,148,147,124,991,1305,8,1318,1313,-5,0,0,,,,,,
1376531,2015,3,30,1,DL,566,N915DN,MIA,ATL,1130,1124,-6,15,1139,123,108,86,594,1305,7,1333,1312,-21,0,0,,,,,,
1060389,2015,3,11,3,B6,583,N503JB,JFK,MCO,600,559,-1,17,616,165,165,138,944,834,10,845,844,-1,0,0,,,,,,
1026768,2015,3,9,1,OO,5254,N744SK,MAF,IAH,516,514,-2,9,523,84,76,62,429,625,5,640,630,-10,0,0,,,,,,
966228,2015,3,5,4,DL,1718,N522US,MCO,ATL,830,829,-1,14,843,103,89,63,404,946,12,1013,958,-15,0,0,,,,,,
5528095,2015,12,13,7,B6,741,N267JB,BOS,SRQ,1045,1041,-4,13,1054,203,179,163,1220,1337,3,1408,1340,-28,0,0,,,,,,
5562678,2015,12,15,2,WN,297,N792SW,DEN,IAD,1330,1507,97,18,1525,190,182,159,1452,2004,5,1840,2009,89,0,0,,0,0,30,59,0
5043068,2015,11,11,3,F9,1285,N205FR,ORD,DEN,1745,1737,-8,33,1810,163,173,131,888,1921,9,1928,1930,2,0,0,,,,,,
12051,2015,1,1,4,US,2022,N561UW,FLL,PHL,1930,1927,-3,11,1938,155,144,129,992,2147,4,2205,2151,-14,0,0,,,,,,
1996333,2015,5,7,4,US,617,N823AW,CMH,LAX,1630,1626,-4,32,1658,295,322,284,1995,1842,6,1825,1848,23,0,0,,23,0,0,0,0
5244505,2015,11,24,2,WN,1919,N427WN,DEN,BNA,1645,1639,-6,11,1650,140,134,117,1014,1947,6,2005,1953,-12,0,0,,,,,,
2028774,2015,5,9,6,WN,958,N261WN,MDW,MCO,1700,1652,-8,16,1708,155,149,129,990,2017,4,2035,2021,-14,0,0,,,,,,
1841909,2015,4,28,2,MQ,3404,N815MQ,LGA,RDU,815,808,-7,18,826,104,88,67,431,933,3,959,936,-23,0,0,,,,,,
4084236,2015,9,11,5,OO,4679,N548CA,MSP,FSD,1529,1533,4,16,1549,64,54,33,196,1622,5,1633,1627,-6,0,0,,,,,,
5707353,2015,12,24,4,DL,1690,N961DL,ATL,BDL,1356,1356,0,19,1415,135,133,109,859,1604,5,1611,1609,-2,0,0,,,,,,
1192182,2015,3,19,4,WN,3415,N8652B,SFO,DAL,615,619,4,19,638,205,206,181,1476,1139,6,1140,1145,5,0,0,,,,,,
574764,2015,2,8,7,DL,2409,N554NW,PHL,ATL,615,609,-6,14,623,155,115,91,666,754,10,850,804,-46,0,0,,,,,,
1028128,2015,3,9,1,DL,1620,N3762Y,OMA,MSP,645,645,0,26,711,75,74,46,282,757,2,800,759,-1,0,0,,,,,,
4975247,2015,11,7,6,AA,1344,N555AA,ORD,AUS,1155,1153,-2,15,1208,171,166,144,977,1432,7,1446,1439,-7,0,0,,,,,,
5809255,2015,12,31,4,WN,5647,N638SW,ATL,MCI,900,859,-1,14,913,140,129,108,692,1001,7,1020,1008,-12,0,0,,,,,,
2130428,2015,5,15,5,AA,2353,N3FBAA,ORD,DFW,2020,2208,108,12,2220,165,134,117,802,17,5,2305,22,77,0,0,,0,0,19,58,0
726408,2015,2,17,2,MQ,3303,N607MQ,DFW,GJT,2000,1957,-3,14,2011,140,146,129,773,2120,3,2120,2123,3,0,0,,,,,,
3225778,2015,7,21,2,DL,1546,N688DL,ATL,PHX,823,822,-1,21,843,227,235,200,1587,903,14,910,917,7,0,0,,,,,,
2553434,2015,6,11,4,WN,679,N480WN,BOS,BWI,535,533,-2,13,546,95,85,68,369,654,4,710,658,-12,0,0,,,,,,
775227,2015,2,20,5,F9,907,N902FR,TTN,RDU,1955,2007,12,9,2016,86,79,63,373,2119,7,2121,2126,5,0,0,,,,,,
3399233,2015,7,31,5,UA,1686,N67812,DEN,SFO,1115,1113,-2,13,1126,161,145,125,967,1231,7,1256,1238,-18,0,0,,,,,,
239108,2015,1,16,5,B6,2889,N763JB,LAS,SFO,1250,1341,51,33,1414,101,111,70,414,1524,8,1431,1532,61,0,0,,61,0,0,0,0
4089459,2015,9,11,5,DL,2116,N757AT,KOA,LAX,2128,2128,0,17,2145,307,303,276,2504,521,10,535,531,-4,0,0,,,,,,
5067488,2015,11,13,5,EV,6064,N14993,ORD,ATW,908,902,-6,24,926,54,65,36,160,1002,5,1002,1007,5,0,0,,,,,,
827241,2015,2,24,2,WN,4521,N281WN,DEN,ATL,1115,1121,6,10,1131,170,168,144,1199,1555,14,1605,1609,4,0,0,,,,,,
3992574,2015,9,5,6,WN,6706,N483WN,BWI,BOS,1150,1153,3,10,1203,85,74,55,369,1258,9,1315,1307,-8,0,0,,,,,,
4491636,2015,10,7,3,DL,1437,N975AT,10821,11433,1650,1644,-6,22,1706,98,91,62,409,1808,7,1828,1815,-13,0,0,,,,,,
1851129,2015,4,28,2,UA,618,N406UA,IAH,ORD,1735,1749,14,31,1820,165,155,119,925,2019,5,2020,2024,4,0,0,,,,,,
73423,2015,1,5,1,MQ,3029,N941MQ,ORD,SYR,1600,,,,,98,,,607,,,1838,,,0,1,A,,,,,
1399007,2015,3,31,2,US,715,N947UW,PHL,BOS,1715,1711,-4,13,1724,79,65,48,280,1812,4,1834,1816,-18,0,0,,,,,,
4444668,2015,10,4,7,OO,5304,N984CA,13891,14771,1900,1922,22,15,1937,85,76,57,363,2034,4,2025,2038,13,0,0,,,,,,
3005490,2015,7,8,3,OO,5526,N908SW,DEN,SMF,755,822,27,23,845,157,147,120,909,945,4,932,949,17,0,0,,0,0,3,14,0
2452257,2015,6,4,4,WN,1080,N202WN,BWI,LAS,2105,2236,91,20,2256,320,293,269,2106,25,4,2325,29,64,0,0,,0,0,1,63,0
196846,2015,1,13,2,DL,821,N137DL,MSP,LAX,1740,1738,-2,20,1758,250,225,188,1535,1906,17,1950,1923,-27,0,0,,,,,,
1243225,2015,3,22,7,MQ,3630,N853MQ,DFW,PIA,920,1025,65,12,1037,111,100,85,672,1202,3,1111,1205,54,0,0,,0,0,54,0,0
413204,2015,1,28,3,NK,657,N630NK,FLL,MSY,822,815,-7,16,831,128,124,99,674,910,9,930,919,-11,0,0,,,,,,
188356,2015,1,13,2,WN,329,N641SW,DAL,STL,855,902,7,14,916,95,97,78,546,1034,5,1030,1039,9,0,0,,,,,,
2717014,2015,6,20,6,F9,754,N925FR,PHX,DEN,1705,1718,13,14,1732,105,104,84,602,1956,6,1950,2002,12,0,0,,,,,,
1776776,2015,4,24,5,EV,5422,N197PQ,BMI,ATL,615,613,-2,9,622,98,90,71,533,833,10,853,843,-10,0,0,,,,,,
1511683,2015,4,7,2,OO,2837,N498CA,ORD,MKE,1650,1727,37,21,1748,61,45,18,67,1806,6,1751,1812,21,0,0,,0,0,0,21,0
4989464,2015,11,8,7,WN,2440,N359SW,SEA,OAK,1305,1330,25,23,1353,125,144,115,672,1548,6,1510,1554,44,0,0,,19,0,17,8,0
2214895,2015,5,21,4,US,1904,N744P,CLT,PIT,800,843,43,13,856,87,76,58,366,954,5,927,959,32,0,0,,0,0,32,0,0
